id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
OPP-E025,oppo,翻译应用拍照翻译（菜单场景）,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,相机实景,翻译应用,翻译 > 拍照翻译,触控 | 视觉,物理环境,混合方式,混合方式 | 相机取景,拍照翻译,拍摄菜单的翻译结果,去除旧表未经此来源支持的菜品解释。,OPP-AUD-S022,A,打开翻译应用 | 点击拍照翻译 | 对准菜单并拍照 | 按需切换目标语言并查看译文,MED-V006,有界面/功能示意（见媒体边界）,LOCAL_CLIP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F06,扫一扫与拍照翻译,17,https://www.coloros.com/manual/16/FDT080601.html | https://coloros-website-cn.allawnfs.com/website-resource-20260421/os1611776774710000/video/module3/AI%E8%8F%9C%E5%8D%95%E7%BF%BB%E8%AF%91.mp4
OPP-E031,oppo,负一屏小布扫一扫,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,相机实景,负一屏快捷功能,负一屏 > 快捷功能 > 全部 > 扫码/识物/拍照翻译,触控,物理环境,混合方式,混合方式 | 相机取景,扫码 | 识物 | 拍照翻译,根据所选扫描模式给出扫码、识物或拍照翻译结果,原SRC-060是文档应用，不支持扫一扫；此处改用扫一扫专文，不保留未经证实表格提取。,OPP-AUD-S017,A,右滑进入负一屏 | 在快捷功能中打开全部 | 选择智能扫码、智慧识物或拍照翻译 | 对准对应对象进行识别,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F06,扫一扫与拍照翻译,17,https://www.coloros.com/manual/16/DTO001607.html
OPP-E038,oppo,桌面小布扫一扫快捷方式,小布助手,ColorOS 16,中国大陆支持相应菜单的ColorOS 16 OPPO手机,中国大陆,机型/版本限定,桌面与搜索,桌面快捷方式,点击小布扫一扫桌面图标,触控,相机画面,相机取景,相机取景,扫码 | 识物,识别结果,需支持机型、对应系统/应用版本及相关权限；本轮未实机复核。,OPP-AUD-S017,A,从菜单添加至桌面 | 点击桌面扫一扫图标 | 对准对象进行扫码/识物,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。本行未逐项核对主流程媒体；新增行暂标视觉/视频GAP。,,,,,OPP-F06,扫一扫与拍照翻译,17,https://www.coloros.com/manual/16/DTO001607.html
OPP-E004,oppo,快捷键一键闪记,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,带可配置快捷键的中国大陆OPPO手机；ColorOS 16；并非所有机型,中国大陆,机型/版本限定,物理按键,机身左侧快捷键,按已设为一键闪记的快捷键,触控/按键,当前屏幕,整屏隐式指代,整屏隐式指代,屏幕信息收集 | 自动摘要分类,写入小布记忆,只有配备快捷键且支持该配置的机型；页面可保存范围依应用。,OPP-AUD-S003 | OPP-AUD-S023,A,打开要保存的页面 | 按快捷键触发闪记 | 打开小布记忆检查保存内容,OP-V03,有界面/功能示意（见媒体边界）,LOCAL_CLIP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F07,一键闪记屏幕,18,https://www.coloros.com/manual/16/DTO020149.html | https://www.coloros.com/manual/16/FDT020134.html | https://www.oppo.com/content/dam/oppo_com/oppo/event-page-asset/oppo-ai/cn/v1/assets/videos-tips-4-zh.mp4
OPP-E005,oppo,三指上滑一键闪记,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,识屏与圈选,任意应用界面,三指上滑,手势,当前屏幕,整屏隐式指代,整屏隐式指代,屏幕保存 | 视频/文档等解析,当前页面内容保存至小布记忆,支持视频、文档、链接等；内容完整性与解析结果需逐应用复核。,OPP-AUD-S003,A,打开目标页面 | 三指同时向上滑动 | 打开小布记忆查看记录及解析内容,OM19-01,LOCAL_VIDEO_FRAMES,LOCAL_MP4,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F07,一键闪记屏幕,18,https://www.coloros.com/manual/16/DTO020149.html | https://www.coloros.com/article/A00000103/
OPP-E034,oppo,截屏缩略图一键闪记,小布助手,ColorOS 16,中国大陆支持相应菜单的ColorOS 16 OPPO手机,中国大陆,机型/版本限定,截屏,截屏缩略图,截屏后点击一键闪记,触控,刚生成的截图,截图裁切,截图裁切,截图保存至记忆,小布记忆记录,需支持机型、对应系统/应用版本及相关权限；本轮未实机复核。,OPP-AUD-S003,A,截取目标屏幕 | 点击截屏缩略图的一键闪记 | 打开小布记忆核对保存内容,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。本行未逐项核对主流程媒体；新增行暂标视觉/视频GAP。,,,,,OPP-F07,一键闪记屏幕,18,https://www.coloros.com/manual/16/DTO020149.html
OPP-E035,oppo,第三方收藏同步小布记忆,小布助手,ColorOS 16,中国大陆支持相应菜单的ColorOS 16 OPPO手机,中国大陆,机型/版本限定,原生应用 AI,支持应用收藏按钮,启用后点击支持应用的收藏,触控,用户收藏的内容,点击对象,点击对象,跨应用收藏同步,同步至小布记忆,仅适配应用；不声明支持所有应用或任意列表页。,OPP-AUD-S003,A,在支持的小红书、微博等应用收藏内容 | 进入小布记忆查看同步记录,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。本行未逐项核对主流程媒体；新增行暂标视觉/视频GAP。,,,,,OPP-F08,语音闪记与收藏同步,19,https://www.coloros.com/manual/16/DTO020149.html
OPP-E036,oppo,长按快捷键语音闪记,小布助手,ColorOS 16,具备快捷键且支持一键闪记的中国大陆OPPO手机,中国大陆,机型/版本限定,物理按键,左侧快捷键,长按快捷键录入语音,按键 | 语音,本次语音,无指代,无指代,语音记录至记忆,语音记忆归档,需支持机型、对应系统/应用版本及相关权限；本轮未实机复核。,OPP-AUD-S003,A,长按快捷键 | 说出需保存的内容 | 结束录音后进入小布记忆核对,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。本行未逐项核对主流程媒体；新增行暂标视觉/视频GAP。,,,,,OPP-F08,语音闪记与收藏同步,19,https://www.coloros.com/manual/16/DTO020149.html
OPP-E010,oppo,桌面小布建议卡,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,通知／卡片／主动建议,桌面首屏,情境出现后点击桌面建议卡,系统主动 | 触控,系统推断的当前情境,主动上下文,主动上下文,情境服务提醒 | 服务直达,建议卡片或服务直达,需安装相关第三方应用；卸载建议卡可能导致无法收到提醒。,OPP-AUD-S016,A,回到桌面查看已出现的建议卡 | 点击相关卡片进入服务,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F09,订单提醒与建议卡,19,https://www.coloros.com/manual/16/DTO001630.html
OPP-E037,oppo,小布记忆订单提醒卡,小布助手,ColorOS 16,中国大陆支持相应菜单的ColorOS 16 OPPO手机,中国大陆,机型/版本限定,通知／卡片／主动建议,小布建议卡／流体云,已保存订单在相关情境出卡后点击,系统主动 | 触控,已保存订单与时间地点,主动上下文,主动上下文,订单提醒 | 票据调用,显示订单或票务信息,该文明确三类订单；不能由此证明取餐码自动卡片。,OPP-AUD-S014,A,将相应订单保存到小布记忆 | 在相关时间或到达场所时查看建议卡/流体云 | 点击卡片使用票务或订单信息,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。本行未逐项核对主流程媒体；新增行暂标视觉/视频GAP。,,,,,OPP-F09,订单提醒与建议卡,19,https://www.coloros.com/manual/16/DTO071929.html
OPP-E009,oppo,桌面全局AI搜索,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,桌面与搜索,桌面全局搜索,桌面下滑后输入或说出搜索请求,触控 | 文字 | 语音,用户搜索请求与已授权本机资料,无指代,无指代,本机内容检索 | 基于记忆汇总,聚合搜索结果,不是任意第三方应用数据均可检索；手册列便签、录音、文件、图片、小布记忆。,OPP-AUD-S004,A,在桌面下滑进入全局搜索 | 输入模糊描述或语音搜索要求 | 查看匹配的本机内容,EXT-007,有界面/功能示意（见媒体边界）,VIDEO_GAP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F10,桌面全局AI搜索,19,https://www.coloros.com/manual/16/DTO020151.html
OPP-E012,oppo,输入法键盘AI写作,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,键盘与选中文本菜单,输入法键盘,点击键盘AI写作图标,触控 | 文字,输入框及用户给定的创作要求,整屏隐式指代,整屏隐式指代 | 文本选择 | 无指代,生成 | 润色 | 排版 | 生成PPT/脑图/表格,候选回填，用户确认发送,文字太少时部分功能不可用；旧表把写作/摘要/翻译合为通用菜单，现按明确键盘入口收窄。,OPP-AUD-S018 | OPW14-S01,A,聊天中点键盘AI写作 | 选择回聊天，理解聊天上下文 | 点击候选回填到输入框 | 确认发送，返回聊天内容,OPW14-01,OFFICIAL_TUTORIAL_REVIEWED,LOCAL_MP4,原片49–59.4秒逐帧核对；先回填后发送，非自动发送。,,,,,OPP-F11,键盘AI写作与回复,20,https://www.coloros.com/manual/16/FDT071684.html | https://www.coloros.com/article/A00000131/
OPP-E024,oppo,文档应用内查看与AI处理,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,原生应用 AI,文档应用工具栏,打开文档，点工具栏AI写作，再选自由写,触控,在文档应用中打开的文件,点击对象,点击对象,文档查看 | AI写作 | 摘要 | 格式转换,生成正文回填至文档,自由写在官方66–77.3秒演示；后段另示摘要、翻译、PPT/表格/脑图生成，不混作同一任务。未验证保存或退出。,OPP-AUD-S009 | OPW14-S01,A,打开文档应用和目标文档 | 点工具栏AI写作，选择自由写 | 输入要求并生成 | 点击替换原文，正文回填文档,OPW14-03,OFFICIAL_TUTORIAL_REVIEWED,LOCAL_MP4,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F12,便签与文档AI工具,20,https://www.coloros.com/manual/16/FOT017928.html | https://www.coloros.com/article/A00000131/
OPP-E041,oppo,选中文本菜单AI写作,小布,ColorOS16 / 2026-01官方手机教程 / 中国大陆；机型与build未标,官方中文ColorOS16手机教程，机型与系统/应用构建号未标，不能外推全量机型,中国大陆,机型/版本限定,键盘与选中文本菜单,文本选择菜单,选中文字→浮动菜单AI写作,触控 | 文字,文本选区；另有文档全文润色示例,文本选择,文本选择,AI写作,AI写作入口可见；该选区任务的结果未展示,文本选择入口由17秒独立说明图证明；77.4–83.4秒视频为已有AI菜单的文档润色支线，不证明从该选区启动同一任务。,OPW14-S01,A,选择文字 | 在浮动菜单点AI写作 | 后续具体任务未在这段入口图中展示,OPW14-SELECTION,OFFICIAL_TUTORIAL_REVIEWED,VIDEO_GAP,2026-09-09按原片时间码核图；分支和未观察阶段参见特性说明,,,,,OPP-F21,选区入口与AI润色,21,https://www.coloros.com/article/A00000131/
OPP-E040,oppo,便签图文配文,小布,ColorOS16 / 2026-01官方手机教程 / 中国大陆；机型与build未标,官方中文ColorOS16手机教程，机型与系统/应用构建号未标，不能外推全量机型,中国大陆,机型/版本限定,原生应用 AI,便签图文内容,便签已有图片时点AI写作→发社媒,触控 | 文字,便签里的图片与已有文字,点击对象,点击对象 | 整屏隐式指代,生成,教程显示文案回填；未发布到社交平台,官方演示含剪辑；未做实测耗时、准确率、失败恢复或所有机型复现。,OPW14-S01,A,便签插入图片后打开AI写作 | 选发社媒，选择平台/风格并生成 | 核对候选，选择替换原文或插入下方 | 教程显示文案回填；未发布到社交平台,OPW14-02,OFFICIAL_TUTORIAL_REVIEWED,LOCAL_MP4,2026-09-09按原片时间码核图；分支和未观察阶段参见特性说明,,,,,OPP-F20,便签配图生成文案,21,https://www.coloros.com/article/A00000131/
OPP-E013,oppo,录音应用AI录音与纪要,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,原生应用 AI,录音应用,录音后打开文件的原文/摘要,触控,选定录音,点击对象,点击对象,分讲话人转写 | 摘要 | 模板纪要,录音转写原文及AI摘要,仅部分机型支持；尚未验证准确率及噪声表现。,OPP-AUD-S005,A,开始录音，必要时添加标记 | 结束录音 | 打开录音文件查看原文或摘要，并按需选纪要模板,EXT-006 | OP-V01,有界面/功能示意（见媒体边界）,LOCAL_CLIP,截至2026-09-08独立核验上述来源正文；适用范围限model_scope。旧媒体未逐项核图，本审计不覆盖原媒体字段；参见media_review。,,,,,OPP-F13,AI录音与纪要,22,https://www.coloros.com/manual/16/DTO001924.html | https://www.oppo.com/content/dam/oppo_com/oppo/event-page-asset/oppo-ai/cn/v1/assets/videos-tips-6-zh.mp4
OPP-E026,oppo,智能侧边栏AI语音摘记,小布,ColorOS 16（官方16.0手册；不代表16.1所有机型）,运行中国大陆ColorOS 16且具有对应菜单的OPPO手机；通用手册未列完整机型白名单,中国大陆,机型/版本限定,原生应用 AI,智能侧边栏,侧滑展开后点击AI语音摘记,触控,当前第三方应用音频,点击对象,点击对象,应用录音 | 转写摘要 | 字幕与翻译,语音记录、摘要或实时字幕,需支持机型、对应系统/应用版本及相关权限；本轮未实机复核。,OPP-AUD-S020,A,在支持的通话、会议或音视频应用中滑开智能侧边栏 | 点击AI语音摘记 | 点击开始AI摘要，或按任务选择录音/字幕 | 结束后查看摘要与待办,OA38-01 | OA38-02 | OA38-03,VISUAL_GAP_SOURCE_LINK_ONLY,LOCAL_CLIP,原随身工作台语音笔记未获证实；按ColorOS 16真实手册修正为智能侧边栏AI语音摘记，保留原ID。,,,,,OPP-F14,侧边栏语音摘记,23,https://www.coloros.com/manual/16/FOT016764.html | https://www.bilibili.com/video/BV1G9ZsBiEqB/
